timestamp,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPD,XPF,XPT,YER,ZAR,ZMW,ZWL
1723874428.0,3.673,71.000004,90.507906,386.842517,1.795478,886.0,940.73653,1.499251,1.8,1.7,1.77228,2.0,117.058584,1.77249,0.376603,2873.628372,1.0,1.313941,6.884147,5.4728,1.0,1.6900838e-05,83.630738,13.389312,3.260296,2.008156,1.36895,2836.778659,0.866072,0.034066,939.98,7.1619,7.165,3999.63755,526.092951,1.0,25.75,99.918456,22.8412,177.409245,6.7656,59.571383,134.155385,48.860496,15.0,105.042092,0.906495,2.23225,0.772589,0.772589,2.685,0.772589,15.541661,0.772589,69.0,8590.595191,7.716007,208.427371,7.79415,24.683068,6.83228,131.375985,357.115,15697.7,3.673545,0.772589,83.86465,1305.06094,42105.0,138.32,0.772589,156.413389,0.7087,147.655,128.512553,85.7,4078.654714,447.424898,900.0,1349.97,0.305623,0.83023,477.549799,22060.477987,89229.578325,298.759512,195.524956,17.946667,4.795,9.737574,17.439922,4605.0,55.760954,2098.0,3398.0,7.99991,39.450864,46.230002,15.41,1727.51575,18.6421,4.43625,63.899991,17.946667,1583.976267,36.672557,10.67675,133.809074,1.651801,0.384924,1.0,3.730234,3.928232,57.091498,277.45274,3.867121,7539.319699,3.633909,4.5122,106.0828,89.377566,1320.0,3.75259,8.475946,14.068,601.5,10.4407,1.318,0.772589,20969.5,569.34439,28.715,130.26,22281.8,22.201078,8.717321,2512.53,17.948333,34.603778,10.609941,3.51,3.0655,2.372145,33.661999,6.767251,32.1915,2699.8243,41.070996,3723.513416,1.0,40.345155,12602.265758,36.638816,25060.0,118.722,2.8,594.621776,0.03447684,0.0003987,2.70255,0.746772,594.621776,0.00106591,108.173634,0.00104863,250.399984,17.99305,26.126592,322.0
